cruise,station,type,yyyy-mm-ddThh:mm,decimal_year,lonE,lonW,lat,day_of_yr,z_0,T_0,S_0,O_0,D_15,D_19,D_20,D_21,D_22,D_23,D_24,D_25,T_5,T_10,T_15,T_20,T_25,T_30,T_40,T_50,T_75,T_100,T_125,T_150,T_200,T_250,T_300,DO_20,DO_60
Lindblad,cast4_11,C,2011-01-17T10:34,2011.0466,247.8187,112.1813,27.356,17,1,16.656,35.468,197.126,108,,,,,,,,16.263,16.211,16.185,16.153,16.143,16.107,16.024,16.018,15.82,15.539,14.569,14.217,12.861,11.821,10.038,248.744,190.67
Lindblad,cast5_11,C,2011-01-17T11:20,2011.0466,247.8064,112.1936,27.382,17,1,17.072,35.524,227.872,105.34,,,,,,,,16.309,16.211,16.191,16.151,16.143,16.133,16.057,15.928,15.813,15.089,14.463,13.947,12.67,11.708,10.347,210.499,177.463
Lindblad,cast19_11,C,2011-04-04T08:53,2011.2575,247.8093,112.1907,27.39,94,1,18.732,35.457,202.007,37.425,,,,,,,,18.373,18.296,17.766,16.669,16.08,15.95,14.922,14.487,14.006,13.755,13.348,13.032,12.247,11.443,10.704,,179.035
Lindblad,cast20_11,C,2011-04-04T09:32,2011.2575,247.81781,112.18219,27.358,94,1,18.205,35.42,195.939,54,,,,,,,,18.023,17.41,16.524,16.159,16.014,15.856,15.577,15.261,13.906,13.53,13.278,12.914,12.5,12.1,10.84,,239.331
New Horizon 2010,1,C,2011-06-09T22:37:51.000,2011.4384,248.65417,111.34583,27.83667,160,,26.739,35.2719,213.412,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2011,Cast 1,C,2011-06-09T22:37:51.000,2011.4384,248.65417,111.34583,27.83667,160,2.981,26.7391,35.2717,214.323,117.18,51.1597,44.691,34.3816,31.9305,30.2262,26.821,23.4041,26.7118,26.6388,26.4563,26.0296,24.4474,23.1419,20.1319,19.2196,16.2673,15.8124,14.767,14.1908,13.0503,12.2971,11.7736,397.555,202.553
New Horizon 2010,2,C,2011-06-10T19:37:14.000,2011.4411,248.42433,111.57567,27.66317,161,,26.0148,35.5876,220.167,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2011,Cast 2,C,2011-06-10T19:37:14.000,2011.4411,248.42433,111.57567,27.66317,161,2.416,26.0148,35.5881,220.219,66.1944,39.731,34.1732,28.809,27.3486,24.685,22.2877,16.6106,25.8281,25.6981,25.1678,24.5172,22.8873,20.7363,18.9499,16.8487,14.3575,13.8741,13.3645,13.043,12.4295,11.824,11.2972,295.469,69.2927
New Horizon 2010,3,C,2011-06-11T00:27:39.000,2011.4438,248.45551,111.54449,27.3925,162,5,25.6343,35.5621,230.474,70,33.866,30.604,27,22,18.1672,13.4648,11.0745,25.6343,25.2599,23.6091,22.282,21.5638,20.1678,18.0148,16.3433,14.9294,14.0113,13.5728,13.0769,12.1793,11.4551,10.7375,261.459,154.609
New Horizon 2011,Cast 3,C,2011-06-11T00:27:39.000,2011.4438,248.45551,111.54449,27.3925,162,0.993,26.9761,35.5936,225.748,69.528,33.8869,30.5997,26.9947,21.854,18.1437,13.4615,11.0725,25.6296,25.2467,23.6188,22.295,21.5766,20.1673,18.0071,16.3656,14.9273,14.0111,13.5753,13.0786,12.1784,11.4517,10.7382,280.937,160.234
New Horizon 2010,4,C,2011-06-11T20:48:46.000,2011.4438,248.1505,111.8495,27.37583,162,,23.3579,35.4489,248.706,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2011,Cast 4,C,2011-06-11T20:48:46.000,2011.4438,248.1505,111.8495,27.37583,162,1.987,24.0953,35.4784,246.138,74.494,29.8905,26.3768,24.2641,19.979,8.64389,3.66873,,23.372,22.8925,22.5368,21.9918,20.6993,18.9624,17.1551,16.0913,14.9763,14.1346,13.9488,13.6879,13.1947,12.2753,11.6433,342.592,242.311
New Horizon 2010,5,C,2011-06-12T02:22:25.000,2011.4466,247.86966,112.13034,27.3405,163,,23.1891,35.4049,263.464,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2011,Cast 5,C,2011-06-12T02:22:25.000,2011.4466,247.86966,112.13034,27.3405,163,10.92,23.5528,35.4319,268.804,114.206,29.3085,27.0967,21.85,15.7772,13.321,,,,,22.2819,21.2576,20.5745,18.8455,18.1403,17.4348,16.1705,15.6249,14.5426,14.11,13.5451,13.1403,12.4887,391.261,277.573
New Horizon 2010,6,C,2011-06-12T19:29:10.000,2011.4466,247.97417,112.02583,27.35867,163,,24.544,35.5282,237.688,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2011,Cast 6,C,2011-06-12T19:29:10.000,2011.4466,247.97417,112.02583,27.35867,163,1.979,24.7673,35.5332,237.765,98.324,35.4832,29.3482,25.5339,22.4492,19.231,10.4252,,24.5471,24.056,23.6705,22.7466,21.0905,19.8986,18.6245,17.8252,15.5435,14.9391,14.2864,13.729,13.2186,12.7833,12.245,381.953,258.826
New Horizon 2010,7,C,2011-06-12T23:55:03.000,2011.4466,248.07283,111.92717,27.43833,163,,24.6177,35.481,243.907,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2011,Cast 7,C,2011-06-12T23:55:03.000,2011.4466,248.07283,111.92717,27.43833,163,1.988,24.859,35.4869,245.683,71.507,31.4343,30.1932,28.3317,22.0385,17.879,11.1908,,24.6427,24.1312,23.3709,22.6701,21.4904,20.1383,17.6915,15.9312,14.7862,14.3526,14.0561,13.6595,13.2622,12.5734,12.1019,357.244,242.723
New Horizon 2010,8,C,2011-06-13T18:57:11.000,2011.4493,247.74084,112.25916,27.5925,164,,24.8905,35.4668,235.492,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2011,Cast 8,C,2011-06-13T18:57:11.000,2011.4493,247.74084,112.25916,27.5925,164,2.979,24.8304,35.4718,232.491,84.8685,49.0798,36.0447,33.5781,30.423,27.8851,8.944,,24.9018,23.8859,23.7881,23.744,23.5676,22.17,19.7348,18.7053,15.3483,14.6821,14.4906,14.0178,13.5666,12.7832,11.8952,466.359,299.294
New Horizon 2010,9,C,2011-06-14T02:12:52.000,2011.4521,247.40018,112.59982,27.86183,165,,25.7699,35.4502,220.11,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2011,Cast 9,C,2011-06-14T02:12:52.000,2011.4521,247.40018,112.59982,27.86183,165,1.984,25.8575,35.4514,220.989,116.189,43.4241,39.3466,34.4995,33.0896,30.6856,27.0734,22.5914,25.7506,25.2979,25.2629,25.2279,24.3975,23.2446,19.8785,17.6484,16.2964,15.7072,14.7177,14.2199,13.3683,12.7816,11.9612,,307.708
New Horizon 2010,10,C,2011-06-14T18:00:45.000,2011.4521,247.26317,112.73683,28.29833,165,,26.5221,35.4355,213.404,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2010,13,C,2011-06-16T16:26:57.000,2011.4575,247.58383,112.41617,28.39483,167,,25.7765,35.4306,194.905,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2010,14,C,2011-06-16T20:39:59.000,2011.4575,247.79449,112.20551,28.14333,167,,27.1766,35.5946,216.2,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2010,15,C,2011-06-17T00:11:21.000,2011.4603,248.00267,111.99733,27.904,168,,22.7766,35.3703,237.304,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2010,16,C,2011-06-18T19:44:32.000,2011.463,247.97217,112.02783,27.35883,169,,22.8654,35.3303,215.695,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2011,Cast 16,C,2011-06-18T19:44:32.000,2011.463,247.97217,112.02783,27.35883,169,1.985,24.8697,35.3862,247.501,114.742,32.3881,20.5535,13.0991,8.941,4.84425,3.04005,,22.9275,21.7935,20.6195,20.0459,19.8075,19.4242,17.7206,16.8552,15.9852,15.4513,14.7315,14.1309,13.3542,13.0523,12.6704,469.51,305.956
New Horizon 2010,17,C,2011-06-18T21:33:54.000,2011.463,247.86966,112.13034,27.34117,169,,23.5336,35.3761,258.194,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2011,Cast 17,C,2011-06-18T21:33:54.000,2011.463,247.86966,112.13034,27.34117,169,0.98,24.1346,35.3747,256.516,113.718,39.481,20.105,11.3724,9.22413,7.49843,4.63982,,23.6042,21.5632,20.2593,20.0105,19.587,19.3638,18.9407,18.4131,16.4302,15.6467,14.6999,14.1769,13.6679,13.0374,12.5468,480.246,303.886
New Horizon 2010,18,C,2011-06-19T17:30:16.000,2011.4658,248.15149,111.84851,27.37817,170,,25.1987,35.4134,237.629,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2011,Cast 18,C,2011-06-19T17:30:16.000,2011.4658,248.15149,111.84851,27.37817,170,1.985,25.1067,35.4143,244.823,95.343,26.82,21.6773,19.3687,17.9326,16.5132,13.906,5.45882,25.098,24.3114,23.9298,20.7458,19.4256,18.6514,17.829,17.0996,15.4773,14.8477,14.3998,14.0669,13.6948,12.9772,12.6149,360.287,314.776
New Horizon 2010,19,C,2011-06-20T18:54:49.000,2011.4685,248.27701,111.72299,27.57217,171,,25.3101,35.4884,226.358,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2011,Cast 19,C,2011-06-20T18:54:49.000,2011.4685,248.27701,111.72299,27.57217,171,0.974,25.6142,35.4892,223.128,77.9951,33.592,27.1406,23.1027,16.1426,12.8493,11.3669,8.72383,25.315,24.738,22.2041,21.5005,20.371,19.3937,18.1749,16.5817,15.0842,14.5292,13.8925,13.683,12.8209,12.3915,11.6113,377.895,238.423
New Horizon 2010,20,C,2011-06-21T23:19:47.000,2011.4712,248.60666,111.39334,27.842,172,,27.037,35.3313,216.161,,,,,,,,,,,,,,,,,,,,,,,,,
New Horizon 2011,Cast 20,C,2011-06-21T23:19:47.000,2011.4712,248.60666,111.39334,27.842,172,1.984,27.4993,35.372,214.354,110.235,55.3361,44.8439,39.8285,38.2594,32.774,28.805,27.813,27.0418,26.9021,26.806,26.7736,25.6673,23.3318,20.9398,19.6264,16.4327,15.0988,14.7194,14.0251,12.9976,12.3845,11.6086,369.179,172.364
New Horizon 2011,Guaymas 02,C,2011-06-25T17:35:24.000,2011.4822,248.34766,111.65234,27.5165,176,1.987,27.6784,35.5824,209.515,69.7106,36.9884,35.1885,31.8953,27.4699,23.845,15.7058,13.905,27.6774,26.9172,24.197,23.355,22.8917,21.4646,18.1987,16.9981,14.6494,13.906,13.5226,12.8326,12.4281,11.6604,11.0207,307.372,133.51
New Horizon 2011,Guaymas 03,C,2011-06-26T19:36:49.000,2011.4849,248.537,111.463,27.26333,177,1.986,27.6306,35.4933,215.348,70.52,38.9437,30.791,24.837,21.7864,21.0392,19.9729,15.1184,27.2779,25.6388,25.0386,23.9767,20.9795,20.1334,18.8738,16.4216,14.8011,14.0672,13.5053,13.2667,12.612,11.9591,11.3967,333.399,207.318
New Horizon 2011,Guaymas 03b,C,2011-06-27T02:37:14.000,2011.4877,248.70935,111.29065,27.2425,178,1.988,27.9506,35.4802,216.814,81.2683,36.754,32.579,29.9925,25.7262,24.1387,22.7607,20.1426,27.891,26.7151,25.5417,25.0269,22.5668,20.9988,18.4227,16.9053,15.3851,14.307,13.6436,13.23,12.4781,11.7403,11.0179,297.615,137.979
New Horizon 2011,Guaymas 04,C,2011-06-27T19:29:59.000,2011.4877,248.59085,111.40915,27.18017,178,1.988,28.3792,35.5257,208.831,86.409,32.781,28.916,25.8893,23.8954,20.861,16.3355,14.2904,28.4151,27.2986,24.5898,23.174,21.3696,19.6439,17.9382,16.8783,15.3909,14.6112,14.0109,13.5103,12.6301,12.2419,11.6652,322.604,192.746
New Horizon 2011,Guaymas 05b,C,2011-06-28T15:21:43.000,2011.4904,248.59267,111.40733,27.0435,179,45.691,18.0344,35.1292,119.282,110.239,,,,,,,,,,,,,,,17.2687,16.1197,15.3018,14.3664,13.8679,13.2311,12.6207,11.9328,342.444,231.965
New Horizon 2011,Guaymas 05a,C,2011-06-28T16:28:22.000,2011.4904,248.61432,111.38568,27.04783,179,2.972,28.0329,35.5587,206.314,113.224,33.3332,28.808,26.3462,19.4331,16.0876,14.5282,13.7915,28.0181,27.9893,23.4623,21.9436,21.5757,19.8995,18.1338,16.9035,16.1402,15.4033,14.4946,13.9705,13.2397,12.6523,11.8714,340.233,237.211
CAPEGOLCA6,E01,C,2011-11-24T08:09:40.000,2011.8986,249.2579,110.7421,27.437,328,1,20.361,35.36,175.67,95.3529,38.5912,15,,,,,,20.354,20.117,19.99,19.901,19.866,19.843,18.581,17.305,15.652,14.903,14.163,13.49,,,,,40.763
CAPEGOLCA6,E02,C,2011-11-24T10:52:27.000,2011.8986,249.06351,110.93649,27.312,328,1,21.667,35.434,173.466,94.2047,45.2121,37.3855,29.3232,,,,,21.664,21.606,21.563,21.536,21.482,20.933,19.706,18.019,15.501,14.548,13.563,12.775,11.903,10.988,10.537,172.127,49.5087
CAPEGOLCA6,E03,C,2011-11-24T12:47:09.000,2011.8986,248.86371,111.13629,27.191,328,1,21.926,35.426,164.582,97.4451,45.0931,39.6236,29,,,,,21.338,21.213,21.199,21.181,21.125,20.833,19.933,17.852,16.129,14.859,13.845,13.061,11.943,11.056,,182.326,59
CAPEGOLCA6,E04,C,2011-11-24T16:32:15.000,2011.8986,248.6165,111.3835,27.018,328,1,21.694,35.461,178.42,90.3462,46.6615,30,19.1866,,,,,21.674,21.629,21.583,20.891,20.357,20.018,19.423,18.8,16.218,14.387,13.665,,,,,,58.6377
CAPEGOLCA6,E05,C,2011-11-24T18:23:13.000,2011.8986,248.343,111.657,26.855,328,1,21.199,35.497,171.226,120,72.5102,47,18,,,,,21.201,21.172,21.08,20.916,20.796,20.522,20.197,19.872,18.522,16.546,14.658,13.719,,,,,100.252
CAPEGOLCA6,E10,C,2011-11-25T06:50:27.000,2011.9014,249.12271,110.87729,27.618,329,1,19.866,35.229,163.864,67,19.8382,,,,,,,19.864,19.864,19.847,18.978,18.237,17.255,16.266,15.686,14.744,14.103,13.685,13.18,,,,,25.7773
CAPEGOLCA6,E9,C,2011-11-25T08:45:36.000,2011.9014,248.92999,111.07001,27.479,329,1,20.188,35.282,175.019,74.2237,31,23.2637,,,,,,20.19,20.188,20.192,20.151,19.687,19.067,18.456,17.131,14.83,13.89,,,,,,,52.1058
CAPEGOLCA6,E8,C,2011-11-25T11:14:23.000,2011.9014,248.70419,111.29581,27.321,329,1,20.046,35.322,170.351,75.7273,38.1175,11,,,,,,20.031,20.021,20,19.971,19.946,19.907,17.992,16.606,15.064,14.103,13.652,13.08,12.22,11.495,10.595,211.419,38.8119
CAPEGOLCA6,E07,C,2011-11-25T14:14:43.000,2011.9014,248.9653,111.0347,27.16,329,1,21.348,35.406,172.363,83,36.4017,24.4884,19,,,,,21.348,21.355,21.295,20.597,19.956,19.635,18.169,17.133,15.294,14.23,13.525,13.075,12.365,11.636,,229.115,46.4175
CAPEGOLCA6,E06,C,2011-11-25T16:36:08.000,2011.9014,248.205,111.795,26.996,329,1,20.493,35.436,174.051,130,66.5143,31,,,,,,20.493,20.491,20.473,20.329,20.179,20.023,19.743,19.812,18.351,17.604,15.266,13.903,12.536,11.744,,247.73,107.164
CAPEGOLCA6,E11,C,2011-11-26T07:41:37.000,2011.9041,249.03,110.97,27.785,330,1,19.994,35.28,158.875,91,22.53,1,,,,,,19.99,19.963,19.886,19.428,17.946,17.553,17.051,16.253,15.533,14.565,13.723,13.403,12.343,11.295,,209.824,34.4172
CAPEGOLCA6,E-12,C,2011-11-26T10:42:11.000,2011.9041,248.79199,111.20801,27.626,330,6,19.091,35.328,161.085,75,21,,,,,,,,19.081,19.083,19.027,18.876,18.118,17.49,17.026,14.994,14.103,13.314,12.835,12.038,11.37,10.301,199.391,67.0752
CAPEGOLCA6,E-13,C,2011-11-26T12:47:31.000,2011.9041,248.5578,111.4422,27.48,330,2,19.623,35.325,171.215,88.7842,36.1058,,,,,,,19.606,19.606,19.604,19.592,19.566,19.508,18.38,17.98,15.887,14.655,13.944,13.408,12.584,11.677,,231.218,62.8597
CAPEGOLCA6,E14,C,2011-11-26T16:31:09.000,2011.9041,248.31369,111.68631,27.327,330,1,20.818,35.473,164.404,115,50.4541,37.2282,,,,,,20.824,20.829,20.82,20.799,20.721,20.027,19.744,19.173,16.339,15.426,14.635,13.727,12.497,11.706,,230,71.6587
CAPEGOLCA6,E20,C,2011-11-27T08:03:22.000,2011.9068,248.81601,111.18399,27.906,331,1,18.667,35.316,146.658,81,,,,,,,,18.671,18.669,18.67,18.666,18.607,18.435,17.367,16.558,15.201,13.795,13.109,12.825,,,,,54.7178
CAPEGOLCA6,E19,C,2011-11-27T10:29:58.000,2011.9068,248.64371,111.35629,27.809,331,1,18.842,35.3,158.99,78,,,,,,,,18.82,18.799,18.789,18.785,18.779,18.774,18.643,17.204,15.067,13.861,13.17,12.356,11.679,11.272,,187.386,57.5246
CAPEGOLCA6,E18,C,2011-11-27T13:07:02.000,2011.9068,248.3876,111.6124,27.627,331,1,19.489,35.312,171.855,89,19.3484,,,,,,,19.485,19.321,19.254,18.899,18.298,17.619,17.104,16.318,15.553,14.55,13.533,12.9,12.385,11.331,,221,48.7947
CAPEGOLCA6,E17,C,2011-11-27T16:22:06.000,2011.9068,248.1442,111.8558,27.472,331,1,20.959,35.482,174.722,99.3026,39.8015,22.6018,,,,,,20.965,20.959,20.957,20.339,19.76,19.511,18.974,18.306,16.57,14.894,14.287,13.707,12.727,,,,73.3221
CAPEGOLCA6,E16,C,2011-11-27T19:01:14.000,2011.9068,247.89,112.11,27.345,331,1,19.977,35.422,159.445,106,45.4856,5,,,,,,19.983,19.981,19.977,19.974,19.926,19.857,19.568,18.009,16.321,15.314,14.423,14.018,12.547,,,,72.9216
CAPEGOLCA6,E66,C,2011-12-04T10:50:50.000,2011.926,247.7865,112.2135,28.302,338,1,17.258,35.3,143.868,70,,,,,,,,17.245,17.225,17.183,16.88,16.467,16.303,16.151,15.917,14.898,14.04,13.33,13.016,12.411,11.575,10.609,242.645,63
CAPEGOLCA6,E65,C,2011-12-04T13:02:14.000,2011.926,247.6284,112.3716,28.218,338,1,17.359,35.344,147.887,90.4091,,,,,,,,17.371,17.346,17.29,17.257,17.214,17.197,16.834,16.359,15.594,14.652,13.685,13.283,12.077,10.804,,211.283,93.5303
CAPEGOLCA6,E63,C,2011-12-04T17:12:21.000,2011.926,247.3317,112.6683,28,338,1,17.591,35.355,154.127,,,,,,,,,17.601,17.594,17.602,17.593,17.556,17.534,17.439,17.358,16.189,,,,,,,,
CAPEGOLCA6,E73,C,2011-12-04T20:47:37.000,2011.926,247.54559,112.45441,27.684,338,1,18.221,35.348,148.683,96,,,,,,,,18.223,18.21,18.215,18.219,18.22,18.222,18.208,17.44,15.901,14.87,14.314,13.659,12.594,11.885,,,77.5192
CAPEGOLCA6,E75B,C,2011-12-05T14:15:59.000,2011.9288,247.9447,112.0553,27.948,339,2,20.045,35.501,168.984,102.544,68.4146,52,,,,,,20.046,20.046,20.043,20.046,20.047,20.043,20.029,20.024,18.136,15.292,14.411,13.876,12.672,11.354,,222.781,87.1159
CAPEGOLCA6,E78,C,2011-12-05T14:15:59.000,2011.9288,248.481,111.519,28.085,339,1,18.015,35.281,154.092,64.2712,,,,,,,,18.025,18.026,18.03,18.009,17.992,17.882,16.337,15.938,14.856,14.069,13.721,13.269,12.5,,,,36.8424
CAPEGOLCA6,R2,C,2011-12-06T07:33:21.000,2011.9315,248.4612,111.5388,28.129,340,1,17.419,35.227,130.425,79,,,,,,,,17.431,17.427,17.44,17.439,17.431,17.427,17.419,17.174,15.199,,,,,,,,57.1172
Lindblad12,Cast6,C,2012-01-15T09:46:00.000,2012.0411,247.8333,112.1667,27.36,15,1,16.39,35.261,188.361,55,,,,,,,,16.239,16.146,15.92,15.77,15.671,15.606,15.54,15.101,14.499,13.323,13.061,12.931,12.025,11.41,10.572,262.747,92.3446
Lindblad12,Cast20,C,2012-04-09T14:03:00.000,2012.274,247.812,112.188,27.359,100,1,21.662,36.178,179.204,56,15,4,1.33536,,,,,19.969,19.324,18.986,18.953,18.521,17.604,16.353,15.371,14.299,13.715,13.226,12.919,12.314,11.256,10.241,225,129
Lindblad12,Cast21,C,2012-04-19T14:53:00.000,2012.3014,247.8161,112.1839,27.354,110,1,19.559,35.585,193.336,47.4419,5.27805,,,,,,,19.057,18.658,18.638,18.565,18.375,17.003,15.301,14.908,13.835,13.129,12.906,12.658,12.029,11.529,10.838,299.772,88
CAPECOLCA7,E5,C,2012-08-15T21:51:23.000,2012.6247,249.66,110.34,26.954,228,0.995,30.456,35.373,148.487,,90.48,79.2332,68.2165,63.1233,58.5443,52.702,48.5575,30.4581,30.4568,30.4447,30.3491,29.8953,29.1564,26.8842,24.6481,20.7263,18.203,16.4035,15.282,,,,,
CAPECOLCA7,E10,C,2012-08-16T14:14:20.000,2012.6274,248.92569,111.07431,27.769,229,0.995,30.572,35.294,147.087,141.171,83.1329,76.9991,73.052,68.035,62.645,58.0911,52.898,30.5729,30.5429,30.532,30.5044,30.3086,29.8593,27.2312,25.9937,20.2667,17.4117,15.9008,14.711,13.4039,12.0221,11.248,285.842,132.227
CAPECOLCA7,E14,C,2012-08-17T08:27:56.000,2012.6301,248.2,111.8,28.122,230,0.995,29.888,35.013,148.29,187.33,92.1127,80.539,74.1989,64.633,60.5342,46.736,37.788,29.8887,29.8566,29.5358,28.4204,27.2329,26.2384,24.7668,23.7648,20.927,18.2384,17.3715,16.072,,,,,183.402
CAPECOLCA7,E15,C,2012-08-17T13:09:57.000,2012.6301,248.0025,111.9975,28.233,230,0.995,29.791,35.16,149.045,146.491,71.2104,65.1605,61.2299,57.0314,40.3945,34.9845,27.4546,29.797,29.762,29.4652,29.0989,26.6237,24.3615,23.0734,22.5363,18.4436,17.253,15.678,14.689,,,,,147.134
CAPECOLCA7,E16,C,2012-08-17T15:26:00.000,2012.6301,247.7776,112.2224,28.388,230,0.995,30.264,35.215,148.003,169.99,103.596,80.539,77.8337,76.6798,49.4506,47.731,45.5989,30.27,30.1318,29.9382,29.8069,29.7296,29.667,27.4481,22.8666,22.618,19.3541,16.8443,15.327,14.3706,,,,170.984
CAPECOLCA7,E17,C,2012-08-17T22:25:28.000,2012.6301,248.1559,111.8441,28.151,230,0.994,29.784,35.266,149.472,140.177,97.9169,93.462,75.569,62.644,58.7882,42.413,37.8984,29.788,29.7889,29.7897,29.373,27.8175,26.1492,24.4689,23.8521,21.0147,18.7927,15.9491,,,,,,
CAPECOLCA7,E31,C,2012-08-20T13:22:34.000,2012.6384,247.37,112.63,27.979,233,0.994,26.834,35.277,160.831,,109.481,77.2576,70.7223,69.2719,60.4924,56.679,34.805,26.6064,26.2631,25.9238,25.5487,25.4283,25.2733,24.6216,24.2825,20.2135,19.5592,15.5906,15.177,,,,,
CAPECOLCA7,E32,C,2012-08-20T16:10:57.000,2012.6384,247.6297,112.3703,28.184,233,0.994,28.627,35.256,147.499,172.971,71.592,60.798,58.8414,55.685,51.1211,37.1997,35.0656,28.5511,27.6805,27.2208,27.108,26.6004,25.9558,23.7742,23.1262,18.7666,17.5372,16.1918,15.309,14.0083,12.8532,,,156.078
CAPECOLCA7,E37,C,2012-08-21T08:43:45.000,2012.6411,247.48169,112.51831,27.675,234,0.994,28.356,35.272,144.178,,84.0703,65.627,55.9461,36.794,22.873,11.934,8.95,26.7622,24.727,23.4771,23.1675,22.9647,22.6309,21.6225,21.2843,19.5833,17.226,16.6265,15.623,,,,,195.824
CAPECOLCA7,E38,C,2012-08-21T11:23:22.000,2012.6411,247.7493,112.2507,27.43,234,0.995,28.222,35.257,153.63,169.087,102.409,83.522,66.2618,58.4209,51.1942,42.1654,31.2196,27.1991,26.0876,25.6844,25.3688,25.3258,25.1909,24.1158,23.3471,20.3413,19.2208,17.3049,16.215,14.3227,13.5043,12.625,,165.331
CAPECOLCA7,E39,C,2012-08-21T13:43:19.000,2012.6411,247.9798,112.0202,27.265,234,0.994,30.625,35.242,146.223,152.103,90.1094,75.569,62.4131,51.708,45.742,41.0627,32.816,30.6573,30.5213,30.1312,29.267,28.1416,25.955,24.0617,22.3347,20.0556,17.7497,16.5996,15.109,13.971,13.2275,12.539,,143.389
CAPECOLCA7,E42,C,2012-08-22T13:33:43.000,2012.6438,248.14969,111.85031,27.698,235,0.995,30.656,35.271,147.183,,79.1722,69.604,63.8849,56.4414,51.85,46.736,37.3133,30.5165,30.5197,29.9725,29.1412,27.8907,26.6054,24.6647,23.344,19.6409,,,,,,,,
CAPECOLCA7,E43,C,2012-08-22T16:39:04.000,2012.6438,248.37201,111.62799,26.818,235,0.995,30.677,35.237,147.435,177.434,96.94,85.51,76.0536,72.6808,62.644,56.2289,47.731,30.746,30.4292,30.1317,29.8007,29.3346,28.3106,26.0287,24.8184,21.1856,18.1018,16.3337,15.797,14.4989,13.2874,,,199.798
CAPECOLCA7,E73,C,2012-08-30T08:15:23.000,2012.6658,247.3336,112.6664,28.105,243,0.994,29.658,35.266,150.051,,,,,,,80.0937,69.604,28.9126,28.3416,28.0099,27.7191,27.5883,27.2315,26.2156,25.7831,24.3666,,,,,,,,
CAPECOLCA7,E74,C,2012-08-30T11:44:28.000,2012.6658,247.78949,112.21051,28.358,243,0.995,30.872,35.088,151.905,153.566,107.379,101.415,96.444,88.7397,75.568,73.6938,67.7802,30.9113,30.7776,30.6911,30.4353,29.755,29.3151,27.7208,26.843,23.1533,20.0829,16.55,15.32,13.631,12.2389,,,133.221
CAPECOLCA7,E75,C,2012-08-30T20:19:09.000,2012.6658,248.46719,111.53281,27.434,243,0.994,31.345,35.176,146.319,145.147,101.415,86.718,75.9735,69.8633,64.1774,52.2003,46.5036,31.3451,31.3375,31.2367,30.9969,30.4397,29.5742,26.5457,24.2496,21.1214,19.0587,16.2046,14.778,13.3708,12.4813,11.469,325.497,147.134
CAPECOLCA7,E76,C,2012-08-30T23:18:32.000,2012.6658,248.6313,111.3687,27.207,243,0.995,31.148,35.298,144.327,112.933,68.1186,65.1342,56.4065,53.4241,50.1783,46.8152,44.4458,31.1441,31.1103,31.0333,30.8054,29.8139,28.5214,25.879,23.0283,17.5887,15.5163,14.4895,13.702,12.6264,11.5449,10.814,242.859,106.385
CAPECOLCA7,E78,C,2012-08-31T05:11:00.000,2012.6685,249.1017,110.8983,26.778,244,0.995,30.426,34.872,145.888,165.022,93.462,73.938,68.1383,60.656,50.714,44.4498,41.9002,30.431,30.4259,30.2836,29.4192,28.5144,27.6112,25.986,23.0622,19.7994,18.7817,16.5402,15.312,13.8038,12.7517,11.702,278.496,134.457
Lindblad13,cast14,C,2013-04-01T14:21,2013.2493,247.81601,112.18399,27.354,91,1,17.536,35.431,186.682,55,,,,,,,,17.338,17.07,16.703,16.509,16.303,16.075,15.541,15.093,14.597,14.191,13.759,13.55,12.974,12.266,11.817,,281.193
CapeGolca8,e11,C,2013-06-14T22:29:50.000,2013.4521,248.9796,111.0204,27.756,165,2,26.438,35.375,165.766,93,38.441,36.2343,33.8892,30.7607,28,22.6,14,25.864,25.4,25.14,24.377,23.903,22.089,18.547,16.872,15.654,14.745,13.876,13.285,12.456,11.72,10.995,256.843,143.276
CapeGolca8,E17,C,2013-06-15T14:21:44.000,2013.4548,248.3735,111.6265,28.181,166,1,27.48,35.503,159.191,,,63,59.8308,57.1906,52.3288,49.2283,45.2667,27.477,27.423,27.34,27.145,27.087,27.029,26.371,23.831,,,,,,,,,
CapeGolca8,E18,C,2013-06-15T16:12:58.000,2013.4548,248.2572,111.7428,28.077,166,1,27.453,35.506,162.821,122,55.25,50.5528,48,45.6082,43.3205,41.4776,37.2857,27.393,27.361,27.315,27.095,26.851,26.76,24.696,20.199,16.509,15.506,14.827,14.243,13.496,,,,166
