cruise,station,type,yyyy-mm-ddThh:mm,decimal_year,lonE,lonW,lat,day_of_yr,z_0,T_0,S_0,O_0,D_15,D_19,D_20,D_21,D_22,D_23,D_24,D_25,T_5,T_10,T_15,T_20,T_25,T_30,T_40,T_50,T_75,T_100,T_125,T_150,T_200,T_250,T_300,DO_20,DO_60
MMB,T1,C,2015-07-07T14:34:05.000,2015.5151,247.75702,112.24298,27.34995,188,2,29.1341,35.132,195.131,,88,67,59.3373,50.2993,48.3946,40.4518,38.6504,28.49,27.7214,27.4966,27.4594,27.4567,27.3075,24.2698,22.1045,19.6795,18.6281,16.9506,16.6966,,,,,
MMB,T2,C,2015-07-07T15:06:15.000,2015.5151,247.76865,112.23135,27.35588,188,2,29.6068,35.1324,192.675,203,113.663,94.4286,65.5468,63.354,62.298,60,49.7879,29.4669,28.9498,28.5115,28.2573,27.6434,27.2593,26.713,24.9137,20.2543,19.6689,18.1215,16.7087,15.0597,14.0995,,,249
MMB Solidad,T2,C,2015-07-07T15:06:15.000,2015.5151,247.7686,112.2314,27.356,188,2,29.61,35.129,193.262,203,114.147,95,66,63.7677,62.6995,60.6197,50.2365,29.473,28.971,28.524,28.277,27.658,27.272,26.738,25.083,20.267,19.688,18.138,16.713,15.062,14.098,,,253.291
MMB,T2,C,2015-07-07T15:06:15.000,2015.5151,247.76865,112.23135,27.35588,188,2,29.6068,35.1324,192.675,203,113.663,94.4286,65.5468,63.354,62.298,60,49.7879,29.4669,28.9498,28.5115,28.2573,27.6434,27.2593,26.713,24.9137,20.2543,19.6689,18.1215,16.7087,15.0597,14.0995,,,249
MMB Solidad,T3,C,2015-07-07T15:46:25.000,2015.5151,247.7914,112.2086,27.367,188,2,29.887,35.096,189.354,210.235,109.513,92.6774,82,66,61.1741,55.5149,50.5475,29.738,29.397,29.168,28.703,27.475,26.815,25.714,25.098,21.551,19.179,18.291,17.01,15.362,13.366,12.021,300,243.9
MMB,T1,C,2015-07-29T12:02:28.000,2015.5753,247.75702,112.24298,27.34995,210,2,29.8664,35.0974,184.513,,121,116,105,97.3175,93.3362,85.6729,63.6909,29.8315,29.8176,29.8057,29.777,29.7359,29.4845,28.388,27.5226,24.6639,21.5313,18.5105,,,,,,
MMB Solidad,T1,C,2015-07-29T12:02:28.000,2015.5753,247.7579,112.2421,27.35,210,1,30,35.106,189.887,,121.551,116.538,105.49,97.872,94,86.1758,63.793,29.832,29.817,29.808,29.779,29.743,29.5,28.452,27.594,24.663,21.649,18.547,,,,,,
MMB,T1,C,2015-07-29T12:02:28.000,2015.5753,247.75702,112.24298,27.34995,210,2,29.8664,35.0974,184.513,,121,116,105,97.3175,93.3362,85.6729,63.6909,29.8315,29.8176,29.8057,29.777,29.7359,29.4845,28.388,27.5226,24.6639,21.5313,18.5105,,,,,,
MMB,T2,C,2015-07-29T12:23:32.000,2015.5753,247.76865,112.23135,27.35588,210,2,30.0291,35.1267,167.256,188,121.755,114.553,109,96,84.1095,73.7656,59,29.9438,29.8695,29.8514,29.8352,29.8077,29.2859,27.6688,25.4306,23.6167,21.2453,18.3679,16.9808,14.8059,12.9341,,,199.24
MMB Solidad,T2,C,2015-07-29T12:23:32.000,2015.5753,247.7686,112.2314,27.356,210,1,29.803,35.124,126.63,189,122.24,115,109.299,96.7687,84.6695,74.3184,59,29.988,29.87,29.852,29.837,29.819,29.414,27.973,25.48,23.756,21.335,18.435,17.008,14.837,12.934,,,205
MMB,T2,C,2015-07-29T12:23:32.000,2015.5753,247.76865,112.23135,27.35588,210,2,30.0291,35.1267,167.256,188,121.755,114.553,109,96,84.1095,73.7656,59,29.9438,29.8695,29.8514,29.8352,29.8077,29.2859,27.6688,25.4306,23.6167,21.2453,18.3679,16.9808,14.8059,12.9341,,,199.24
MMB,T3,C,2015-07-29T12:51:01.000,2015.5753,247.79137,112.20863,27.38708,210,2,30.0296,35.0177,182.348,171.322,121.287,108,97,86,75,64.3019,55.1804,29.9425,29.9741,29.7981,29.1565,28.9432,28.3291,26.6304,25.2934,23.0121,20.7979,18.1778,16.55,14.6258,13.4831,11.4696,335.219,193
MMB Solidad,T3,C,2015-07-29T12:51:01.000,2015.5753,247.7914,112.2086,27.367,210,1,30.029,35.015,158.286,172,122,108.524,97.7431,86.4235,75.541,65,55.5047,29.959,29.974,29.812,29.274,28.955,28.545,26.754,25.346,23.066,20.806,18.226,16.684,14.63,13.49,11.478,339.725,199.316
MMB,T3,C,2015-07-29T12:51:01.000,2015.5753,247.79137,112.20863,27.38708,210,2,30.0296,35.0177,182.348,171.322,121.287,108,97,86,75,64.3019,55.1804,29.9425,29.9741,29.7981,29.1565,28.9432,28.3291,26.6304,25.2934,23.0121,20.7979,18.1778,16.55,14.6258,13.4831,11.4696,335.219,193
Sandman2015,13,C,2015-08-10T18:22:40.000,2015.6082,247.78075,112.21925,27.39805,222,2,30.0563,35.0686,241.821,165.812,105,94.7553,81,67,60,42,25,29.7651,29.3242,27.9435,26.5099,25.0199,24.5655,24.0877,23.4984,21.6154,19.6883,17.418,15.7924,13.9861,12.6651,11.7854,272.805,226
Sandman2015,14,C,2015-08-11T08:46:01.000,2015.611,247.80212,112.19788,27.37988,223,1,29.6105,35.0876,252.907,175,108.719,94,84.8483,73.4629,60,45.6332,36,29.5914,29.5297,28.6026,27.9117,25.7485,25.3292,24.5393,23.6041,21.8822,19.8657,17.2777,15.843,14.169,12.5707,11.0559,256.824,197.182
Sandman2015,15,C,2015-08-11T14:52:58.000,2015.611,247.85178,112.14822,27.33342,223,1,30.2499,35.0644,236.65,178,124.456,113.788,102,86,74,48,30.4679,29.9499,29.6375,29.3353,28.0301,26.2037,25.0635,24.5148,23.8992,22.954,21.1385,18.9633,16.626,14.812,12.9204,11.6439,346.41,213.58
Sandman2015,16,C,2015-08-12T10:28:57.000,2015.6137,247.76865,112.23135,27.35588,224,2,29.8567,35.0972,242.077,188.616,129,110,98.137,85.3713,67,58.8283,45,29.3713,28.0349,27.3099,26.6127,26.1818,25.7681,25.213,24.9227,22.6246,20.6996,19.2026,16.6478,14.5625,12.982,11.1633,273.206,207.508
Sandman2015,17,C,2015-08-12T13:12:33.000,2015.6137,247.80212,112.19788,27.37988,224,1,30.3109,35.0735,230.652,193.632,114,104.463,92.5994,85.3439,70.3268,47,38.6889,29.9645,29.635,28.8347,26.8126,26.0646,25.3862,24.8449,23.9523,22.7284,20.462,18.4614,16.9947,14.3897,12.6347,11.374,276.056,224
Sandman2015,18,C,2015-08-12T15:47:30.000,2015.6137,247.85178,112.14822,27.33342,224,1,31.808,35.1306,225.963,188,119.324,112.593,101.317,90,68,46.5799,34,30.1254,29.8577,28.0605,27.0914,26.136,25.6498,24.6381,23.7289,22.744,21.3039,18.2545,16.5059,14.874,13.3451,12.4303,322.486,206.828
Sandman2015,19,C,2015-08-12T17:48:31.000,2015.6137,247.82358,112.17642,27.31174,224,1,30.2364,35.0928,239.823,169,96.3586,92.6382,87,78.5064,67.8257,42.6316,29,29.4717,28.9802,27.1348,26.2719,25.4991,24.9801,24.3351,23.8594,22.3482,18.2677,16.2012,15.679,14.4796,,,,
Sandman2015,20,C,2015-08-12T20:42:15.000,2015.6137,247.76865,112.23135,27.35588,224,1,30.0019,35.0712,254.893,162,75.4236,71.6055,67.4848,60.4379,51.7058,34,21.4554,29.4704,28.4162,26.6705,25.177,24.7163,24.2807,23.9313,23.1812,19.0804,17.3399,16.0386,15.167,13.8045,12.7236,12.3038,,190.851
Sandman2015,21,C,2015-08-12T22:03:56.000,2015.6137,247.80212,112.19788,27.37988,224,1,30.179,35.1185,242.373,185.354,101.466,94,84.7074,73.4122,62.6568,50,40,28.9552,28.3303,26.7451,26.4978,26.1365,25.6001,24.9955,23.9956,21.8637,19.1568,16.9366,16.2112,14.2605,12.9315,11.0771,273,200.196
Sandman2015,22,C,2015-08-13T14:06:44.000,2015.6164,247.80212,112.19788,27.37988,225,1,31.2609,35.1384,236.665,181.268,116,110.079,103,80,66,47,36.4165,29.5981,28.9084,28.4919,27.7116,26.808,25.9238,24.552,23.7325,22.3501,21.2887,18.188,16.7107,14.2814,12.7713,11.7469,317.608,197.932
Sandman2015,23,C,2015-08-13T15:23:07.000,2015.6164,247.85178,112.14822,27.33342,225,2,31.6899,35.0328,234.874,176,118,103,97,83.3552,71.6231,54.6414,35.2351,30.602,30.3685,30.1254,27.8937,26.1312,25.9687,24.6095,24.3556,22.5341,20.4074,18.2592,16.1956,14.4072,12.8401,12.0906,347.691,207
Sandman2015,24,C,2015-08-13T22:20:43.000,2015.6164,247.82358,112.17642,27.31174,225,1,30.4336,35.1164,233.879,160.474,83,77.5237,66.5296,54.6078,48.6688,34.4928,23.6193,30.0956,27.2669,26.4109,25.8266,24.7577,24.4828,23.6086,22.7002,20.1668,17.2437,15.8675,15.2882,14.094,,,,
Sandman2015,25,C,2015-08-14T17:29:58.000,2015.6192,247.85178,112.14822,27.33342,226,1,32.2062,35.0565,224.885,194.644,101,90,77.7125,69.2348,59,45.3656,36.6127,31.8459,31.2094,30.1146,29.4062,27.6757,26.4205,24.6818,23.5832,21.5359,19.0322,17.8108,16.4916,14.7044,13.6202,12.6624,353.406,224
Sandman2015,26,C,2015-08-14T18:13:27.000,2015.6192,247.85178,112.14822,27.33342,226,1,32.1055,35.0587,223.868,193.652,99,87,74.5311,66,58.1493,43.7884,32.5624,31.3966,29.6492,29.117,27.6754,26.4603,25.5168,24.4932,23.5255,20.9216,18.9143,17.8682,16.3339,14.6895,14.0992,12.7141,353.254,255.748
Sandman2015,28,C,2015-08-15T12:08:19.000,2015.6219,247.69528,112.30472,27.5432,227,1,29.643,35.0928,248.206,176.826,106.14,93.4974,83.3033,75.3166,68.7711,58,41,29.0335,27.8158,26.4763,25.9783,25.6847,25.4793,25.0261,24.3865,22.0687,19.5973,17.545,16.2462,14.6338,13.4702,12.6503,368,225.911
Sandman2015,27,C,2015-08-15T20:18:05.000,2015.6219,247.85178,112.14822,27.33342,227,1,31.0976,35.0756,233.125,178,80,74.4522,63.107,57,47.6664,39.4252,20,29.4688,26.6025,26.0449,24.977,24.6907,24.6639,23.9439,22.4245,19.961,18.1177,16.6258,15.896,14.7033,12.9426,10.9732,334,223.657
Sandman2015,29,C,2015-08-16T09:57:41.000,2015.6247,247.45349,112.54651,28.0027,228,2,28.9417,35.1086,235.799,155.216,79.7523,74.3364,71.1207,68.0975,64.5234,51,32,28.3197,27.6777,27.5566,27.3774,26.5879,25.0814,24.9572,24.0664,19.8552,17.8719,15.9769,15.3064,14.3855,13.0454,12.1999,399.561,231.704
Sandman2015,32,C,2015-08-18T09:19:56.000,2015.6301,247.24895,112.75105,28.18587,230,1,28.4267,35.1329,234.278,,80.399,74,71.3788,68.7876,63.5249,59.64,55.3004,28.3686,28.3097,28.1907,27.2648,26.7367,26.3636,25.6467,25.3305,19.768,,,,,,,,
Sandman2015,33,C,2015-08-18T10:20:10.000,2015.6301,247.2946,112.7054,28.09488,230,1,28.0302,35.1375,230.423,,69.6004,58.733,54.3013,46.6054,38.8795,36.4895,30.7394,27.7719,27.0681,26.724,26.453,26.177,25.1243,22.7546,21.6303,18.5642,,,,,,,,
Sandman2015,34,C,2015-08-18T11:15:35.000,2015.6301,247.32117,112.67883,28.00227,230,1,28.2732,35.1299,204.073,,54.8507,51.3883,48.534,40.7538,36.0819,30,18,27.2389,25.7279,25.1331,24.9658,24.7085,23.9881,22.1356,20.5981,17.6212,,,,,,,,
Sandman2015,35,C,2015-08-18T12:39:28.000,2015.6301,247.36267,112.63733,27.9398,230,1,27.9071,35.131,239.393,190.268,82,70.2019,62.2064,57.174,45,32,22,27.8075,27.4797,26.6845,25.6784,24.6211,24.1317,23.359,22.6277,19.589,18.3485,16.5291,16.2615,14.681,12.9713,10.949,,231.318
Sandman2015,36,C,2015-08-18T17:16:21.000,2015.6301,247.39349,112.60651,27.93432,230,1,28.0061,35.1339,244.295,144,85.2547,79,76.5771,69.39,65,47.414,38.601,27.977,27.5615,27.1199,26.672,26.0982,25.6976,24.839,23.8425,21.3407,16.825,15.5963,14.8757,13.222,12.6495,11.5844,,183
Sandman2015,37,C,2015-08-18T19:35:21.000,2015.6301,247.32724,112.67276,27.89397,230,1,27.6074,35.1347,188.833,142,80.6831,76.5659,67.4695,52.5352,50,39.4767,,27.6086,27.3546,26.7861,26.2176,25.6492,25.0807,23.9359,23.0217,20.3781,16.9081,15.9165,14.7694,,,,,
Sandman2015,38,C,2015-08-19T08:46:55.000,2015.6329,247.2738,112.7262,27.84102,231,1,24.8558,35.1392,196.271,,,,,,17,11,,24.7712,24.1224,23.418,22.7424,,,,,,,,,,,,,
Sandman2015,39,C,2015-08-19T09:07:55.000,2015.6329,247.29782,112.70218,27.85572,231,2,25.9552,35.1447,210.039,,77.1369,71.518,59.4775,53.1665,46.5097,33,24,25.9518,25.6906,25.5273,25.2503,24.9353,24.2799,23.525,22.5656,19.4631,,,,,,,,
Sandman2015,40,C,2015-08-19T09:26:33.000,2015.6329,247.32193,112.67807,27.86673,231,1,26.5821,35.1436,222.538,127,78,71,61,52.4962,40.4489,34,21.3045,26.5801,26.579,26.4675,25.4589,24.6127,24.462,23.0382,22.2385,19.7826,16.6761,15.0537,14.4585,14.0064,13.2141,,,227.504
Sandman2015,41,C,2015-08-19T10:22:01.000,2015.6329,247.37366,112.62634,27.90352,231,2,26.7873,35.1324,219.964,162.577,88.1918,75,61,53,38.3582,24.4765,20.5133,26.7763,26.7128,26.5181,25.2266,23.8342,23.4796,22.8527,22.3889,20.0147,17.9487,16.0217,15.5846,,,,,
Sandman2015,42,C,2015-08-19T12:23:14.000,2015.6329,247.49686,112.50314,27.73533,231,1,27.0747,35.1637,223.471,150.581,87,78,75.527,69.3913,64.1203,56,44.275,26.7901,26.7261,26.6927,26.6561,26.586,26.5347,26.1277,24.4498,21.1628,17.6403,16.0971,15.1026,14.1249,13.134,11.6852,349.76,207.055
Sandman2015,43,C,2015-08-19T13:54:27.000,2015.6329,247.50887,112.49113,27.67033,231,1,28.2207,35.1394,231.824,173,100.44,89.5161,76,70.3459,55,41.3924,36.2648,27.8142,27.2623,26.8734,26.7423,26.4529,26.0033,24.3891,23.3413,21.0787,19.054,17.8295,16.4226,14.3559,,,,
Sandman2015,44,C,2015-08-19T16:24:35.000,2015.6329,247.65994,112.34006,27.52527,231,1,29.4754,35.0764,231.455,,,,,,,,43,28.8335,28.5536,28.5395,28.5188,28.3455,27.7215,25.2921,,,,,,,,,,
Sandman2015,45,C,2015-08-19T16:37:49.000,2015.6329,247.66498,112.33502,27.53432,231,1,29.7473,35.0713,226.879,144,86.7844,79.2225,74.5822,69.6536,61,52,39.7778,29.0335,28.3877,28.1544,27.9624,27.9427,27.8307,24.9636,24.1526,20.8831,18.023,16.114,14.7235,13.1537,,,,189.7
Sandman2015,47,C,2015-08-19T18:27:06.000,2015.6329,247.66922,112.33078,27.556,231,1,29.23,35.0588,229.721,143,89,79,75.4215,61,53,42.3267,34,28.5392,28.05,27.8495,27.7007,27.569,27.1181,24.3131,23.4868,21.1226,18.2247,15.7624,14.7387,13.9667,12.0792,,279,211.334
Sandman2015,48,C,2015-08-20T09:27:00.000,2015.6356,247.68604,112.31396,27.51277,232,1,27.5537,35.1452,225.208,163,87,73,61,51.4137,43.5071,36.4,30.4804,27.113,26.7529,26.0243,25.5886,25.4949,25.1113,23.5714,22.2237,19.8962,18.081,16.5902,15.7914,14.3647,13.1102,,,227
Sandman2015,50,C,2015-08-20T11:49:34.000,2015.6356,247.72633,112.27367,27.51025,232,1,30.2917,35.085,229.324,180,98,82.6351,73,58,44,36.2678,24,29.3852,27.8584,26.0004,25.1123,24.95,24.6234,23.3093,22.6474,20.8812,18.8975,17.2463,16.3928,14.6047,13.2231,11.7803,369.61,220.31
Sandman2015,51,C,2015-08-20T12:35:12.000,2015.6356,247.683,112.317,27.50645,232,3,28.5078,35.137,235.37,,100,88.2607,82,67.8462,64,47.7621,32.6422,28.3693,27.547,27.0004,26.38,25.5874,25.2025,24.561,23.8212,21.5615,19.0181,,,,,,,
Sandman2015,52,C,2015-08-20T12:44:47.000,2015.6356,247.67874,112.32126,27.50615,232,1,28.263,35.1612,231.466,,,,,,,,22.526,27.1262,26.5435,25.9797,25.4568,24.7266,24.3238,,,,,,,,,,,
MMB,T10B,C,2015-09-03T10:26:38.000,2015.674,247.82358,112.17642,27.31174,246,1,26.9966,35.1466,177.175,,76.6967,69.7988,63.3101,53,42,33,20,26.6808,25.8908,25.1678,25.0145,24.5944,24.3098,23.169,22.3844,19.3044,17.5236,16.972,16.2246,,,,,175
MMB Solidad,T10b,C,2015-09-03T10:26:38.000,2015.674,247.82361,112.17639,27.312,246,26,24.449,35.146,131.764,,78,70.7021,64.6304,54.2934,43,32.4254,,,,,,,24.209,23.19,22.588,19.478,17.544,16.947,16.214,,,,,178
MMB,T10B,C,2015-09-03T10:26:38.000,2015.674,247.82358,112.17642,27.31174,246,1,26.9966,35.1466,177.175,,76.6967,69.7988,63.3101,53,42,33,20,26.6808,25.8908,25.1678,25.0145,24.5944,24.3098,23.169,22.3844,19.3044,17.5236,16.972,16.2246,,,,,175
MMB,T12,C,2015-09-03T10:50:03.000,2015.674,247.85178,112.14822,27.33342,246,2,26.9154,35.1566,168.859,168,99,90.4384,77.5173,61,37,26,18.175,26.3354,25.7277,25.6473,24.5237,24.1974,23.5034,22.6379,22.2386,21.1407,18.8497,17.6148,15.8762,14.2797,13.3388,12.4281,313.815,162.839
MMB Solidad,T12,C,2015-09-03T10:50:03.000,2015.674,247.7935,112.2065,27.333,246,2,26.892,35.152,204.711,168.533,99.5,91,78.2675,61.4881,37.5319,26.7988,18.7578,26.502,25.771,25.66,24.593,24.301,23.548,22.781,22.24,21.148,18.91,17.631,15.879,14.29,13.342,12.452,319.56,169.436
MMB,T12,C,2015-09-03T10:50:03.000,2015.674,247.85178,112.14822,27.33342,246,2,26.9154,35.1566,168.859,168,99,90.4384,77.5173,61,37,26,18.175,26.3354,25.7277,25.6473,24.5237,24.1974,23.5034,22.6379,22.2386,21.1407,18.8497,17.6148,15.8762,14.2797,13.3388,12.4281,313.815,162.839
MMB,T4,C,2015-09-03T11:35:15.000,2015.674,247.76865,112.23135,27.35588,246,1,26.367,35.1219,182.675,160.72,91.1847,84,67,49.5408,37,29,14.1921,25.8382,25.5874,24.8107,24.149,24.1063,23.9009,22.8921,21.9645,20.681,18.1525,17.0855,15.863,14.0175,12.9973,11.931,317.904,161.387
MMB Solidad,T4,C,2015-09-03T11:35:15.000,2015.674,247.80209,112.19791,27.38,246,2,27.841,35.151,132.374,164.5,90,84.6706,67,52.4808,39,33.634,20,26.137,25.785,25.619,25.01,24.344,24.235,22.968,22.202,20.653,18.073,16.964,15.859,14.106,12.975,11.926,317,163.413
MMB,T4,C,2015-09-03T11:35:15.000,2015.674,247.76865,112.23135,27.35588,246,1,26.367,35.1219,182.675,160.72,91.1847,84,67,49.5408,37,29,14.1921,25.8382,25.5874,24.8107,24.149,24.1063,23.9009,22.8921,21.9645,20.681,18.1525,17.0855,15.863,14.0175,12.9973,11.931,317.904,161.387
MMB,T2,C,2015-09-03T12:06:38.000,2015.674,247.75702,112.24298,27.34995,246,2,25.6775,35.1389,150.679,145.763,85.737,75,62,51.942,46.8434,36,30.145,25.5392,25.3155,25.19,25.1431,25.0978,25.0434,23.6946,22.6894,20.0191,17.4656,16.2576,14.8691,13.8171,13.0043,,,136.419
MMB Solidad,T2,C,2015-09-03T12:06:38.000,2015.674,247.7686,112.2314,27.356,246,10,25.34,35.132,147.851,146.451,86.4445,76,63,52.6786,47.7259,36.6887,31,,25.34,25.2,25.149,25.108,25.073,23.732,22.785,20.027,17.566,16.267,14.872,13.824,13.017,,,143.558
MMB,T2,C,2015-09-03T12:06:38.000,2015.674,247.75702,112.24298,27.34995,246,2,25.6775,35.1389,150.679,145.763,85.737,75,62,51.942,46.8434,36,30.145,25.5392,25.3155,25.19,25.1431,25.0978,25.0434,23.6946,22.6894,20.0191,17.4656,16.2576,14.8691,13.8171,13.0043,,,136.419
MMB,T1,C,2015-09-03T12:21:46.000,2015.674,247.80222,112.19778,27.37988,246,3,26.3249,35.1498,170.81,149,93,73.3914,64,58.3541,55.4929,22.6535,17.2044,26.1817,25.835,25.2213,24.1112,23.8237,23.5552,23.346,23.2329,19.6812,18.4495,17.3258,14.9752,,,,,137.782
MMB Solidad,T1,C,2015-09-03T12:21:46.000,2015.674,247.7579,112.2421,27.35,246,2,26.599,35.154,199.102,149,94,74.1872,64.3708,59.0665,56,23,18.0978,26.205,25.971,25.252,24.185,23.853,23.556,23.347,23.261,19.809,18.614,17.338,14.991,,,,,144.166
MMB,T1,C,2015-09-03T12:21:46.000,2015.674,247.80222,112.19778,27.37988,246,3,26.3249,35.1498,170.81,149,93,73.3914,64,58.3541,55.4929,22.6535,17.2044,26.1817,25.835,25.2213,24.1112,23.8237,23.5552,23.346,23.2329,19.6812,18.4495,17.3258,14.9752,,,,,137.782
MMB,T12,C,2015-10-14T11:31:28.000,2015.7863,247.85178,112.14822,27.33342,287,1,28.5459,34.9604,182.975,158.408,106.562,95.6401,91.3906,83.6464,74,67.1863,54,28.2333,28.0918,27.1023,26.5256,26.3473,26.0382,25.6131,25.0518,22.8902,19.6816,17.0837,15.4303,14.028,13.0464,12.2897,337.804,130.628
MMB Solidad,T12,C,2015-10-14T11:31:28.000,2015.7863,247.7935,112.2065,27.333,287,1,28.517,34.962,184.079,159,107.289,96.2986,92.1142,84.1566,74.5729,68,55,28.248,28.123,27.378,26.594,26.382,26.114,25.636,25.068,22.959,19.711,17.129,15.437,14.058,13.052,12.308,343.324,138.24
MMB,T12,C,2015-10-14T11:31:28.000,2015.7863,247.85178,112.14822,27.33342,287,1,28.5459,34.9604,182.975,158.408,106.562,95.6401,91.3906,83.6464,74,67.1863,54,28.2333,28.0918,27.1023,26.5256,26.3473,26.0382,25.6131,25.0518,22.8902,19.6816,17.0837,15.4303,14.028,13.0464,12.2897,337.804,130.628
MMB,T10B,C,2015-10-14T12:05:07.000,2015.7863,247.82358,112.17642,27.31174,287,2,28.0622,34.9762,181.731,199.215,136.726,133.843,122.324,109,88.4568,75,58,27.6282,27.0431,26.4824,26.3764,26.2927,26.1178,25.7996,25.1797,23.9993,22.3937,20.7146,17.7144,14.9093,,,,168.559
MMB Solidad,T10b,C,2015-10-14T12:05:07.000,2015.7863,247.82361,112.17639,27.312,287,2,28.017,34.971,184.338,199.745,137.492,134.464,122.772,110,89,76,58,27.66,27.159,26.496,26.412,26.303,26.142,25.823,25.202,24.076,22.413,20.75,17.76,14.973,,,,176.211
MMB,T10B,C,2015-10-14T12:05:07.000,2015.7863,247.82358,112.17642,27.31174,287,2,28.0622,34.9762,181.731,199.215,136.726,133.843,122.324,109,88.4568,75,58,27.6282,27.0431,26.4824,26.3764,26.2927,26.1178,25.7996,25.1797,23.9993,22.3937,20.7146,17.7144,14.9093,,,,168.559
MMB,T2,C,2015-10-14T12:37:32.000,2015.7863,247.76865,112.23135,27.35588,287,2,27.9953,34.9721,186.284,173.767,125,121.297,115.233,107.639,103.066,95,78,27.7743,27.2118,26.9377,26.8492,26.5262,26.4145,26.1638,26.0559,25.156,23.3922,18.9999,16.1323,14.0161,12.5215,,,142.665
MMB Solidad,T2,C,2015-10-14T12:37:32.000,2015.7863,247.7686,112.2314,27.356,287,1,28.152,35,187.307,173,125.449,121.85,115.345,107.564,103.435,94,80,27.39,27.034,26.834,26.567,26.402,26.265,26.083,26.042,25.373,23.663,19.092,16.12,13.997,12.512,,,145.623
MMB,T2,C,2015-10-14T12:37:32.000,2015.7863,247.76865,112.23135,27.35588,287,2,27.9953,34.9721,186.284,173.767,125,121.297,115.233,107.639,103.066,95,78,27.7743,27.2118,26.9377,26.8492,26.5262,26.4145,26.1638,26.0559,25.156,23.3922,18.9999,16.1323,14.0161,12.5215,,,142.665
MMB,T4,C,2015-10-14T13:07:56.000,2015.7863,247.80222,112.19778,27.37988,287,2,28.3504,34.9969,180.959,175,129.394,118.908,112.491,100.207,86.3473,74.6375,61,28.2591,28.0845,27.6267,26.8142,26.6048,26.0937,25.6575,25.3579,23.9474,22.025,19.5928,16.2064,14.2453,12.7671,11.741,325,147.181
MMB Solidad,T4,C,2015-10-14T13:07:56.000,2015.7863,247.80209,112.19791,27.38,287,1,28.24,34.989,186.585,168,122.613,112,105,90.694,83,73.3194,61,28.055,27.482,27.043,26.7,26.298,25.878,25.716,25.46,23.729,21.368,18.841,15.725,14.031,12.707,11.713,319.836,141.562
MMB,T4,C,2015-10-14T13:07:56.000,2015.7863,247.80222,112.19778,27.37988,287,2,28.3504,34.9969,180.959,175,129.394,118.908,112.491,100.207,86.3473,74.6375,61,28.2591,28.0845,27.6267,26.8142,26.6048,26.0937,25.6575,25.3579,23.9474,22.025,19.5928,16.2064,14.2453,12.7671,11.741,325,147.181
MMB,PUNTA PRIETA 300,C,2015-10-14T14:40:08.000,2015.7863,247.68837,112.31163,27.51806,287,2,28.1879,34.9317,190.112,150.876,124.625,121.504,111,100.541,92,72.3801,52,28.1467,27.9744,27.3617,27.2716,27.1844,27.2004,26.9418,25.5729,23.7848,22.1389,18.9401,15.1738,13.2114,,,,134.158
MMB Solidad,T10b,C,2015-10-14T14:40:08.000,2015.7863,247.6884,112.3116,27.518,287,1,28.186,34.915,189.009,151.377,125.241,122.121,111,101.09,93,73,53,28.155,28.032,27.374,27.277,27.192,27.181,26.969,25.749,23.798,22.239,19.039,15.234,13.215,,,,139.334
MMB,PUNTA PRIETA 300,C,2015-10-14T14:40:08.000,2015.7863,247.68837,112.31163,27.51806,287,2,28.1879,34.9317,190.112,150.876,124.625,121.504,111,100.541,92,72.3801,52,28.1467,27.9744,27.3617,27.2716,27.1844,27.2004,26.9418,25.5729,23.7848,22.1389,18.9401,15.1738,13.2114,,,,134.158
MMB,T4,C,2015-11-04T10:34:38.000,2015.8438,247.80222,112.19778,27.37988,308,2,26.0016,35.065,171.86,161,94,79,66,55.7902,37,30.6874,22.2243,25.9727,25.911,25.8955,25.5747,24.5744,24.1471,22.8214,22.5244,20.3101,18.6857,16.9992,16.1637,13.6935,12.6929,12.2385,313.813,144.454
MMB,T4,C,2015-11-04T10:34:38.000,2015.8438,247.80222,112.19778,27.37988,308,2,26.0016,35.065,171.86,161,94,79,66,55.7902,37,30.6874,22.2243,25.9727,25.911,25.8955,25.5747,24.5744,24.1471,22.8214,22.5244,20.3101,18.6857,16.9992,16.1637,13.6935,12.6929,12.2385,313.813,144.454
MMB,T2,C,2015-11-04T11:21:31.000,2015.8438,247.76865,112.23135,27.35588,308,3,26.8143,35.0377,180.638,164,99.6163,80,71.4294,55.4942,38,24,19.575,26.8141,26.6879,26.1866,24.7226,23.8294,23.6278,22.9737,22.2142,20.6093,18.9091,17.4961,15.8099,13.9321,,,,137.701
MMB,T2,C,2015-11-04T11:21:31.000,2015.8438,247.76865,112.23135,27.35588,308,3,26.8143,35.0377,180.638,164,99.6163,80,71.4294,55.4942,38,24,19.575,26.8141,26.6879,26.1866,24.7226,23.8294,23.6278,22.9737,22.2142,20.6093,18.9091,17.4961,15.8099,13.9321,,,,137.701
MMB,T10B,C,2015-11-04T11:55:49.000,2015.8438,247.82358,112.17642,27.31174,308,4,26.2425,35.0698,186.142,174,104,85.6594,66,49.3891,38,28.3167,22.6632,26.2411,26.2286,26.2199,25.9126,24.6079,23.4985,22.9283,21.9014,20.6079,19.2421,17.6877,15.9344,14.1481,13.04,,,139.379
